rank,youtuber,subscribers,video_views,category,title,uploads,country,abbreviation,channel_type,video_views_rank,country_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,gross_tertiary_education_enrollment,population,unemployment_rate,urban_population,created_at
536,LuisFonsiVEVO,17000000,14543594822.0,Music,LuisFonsiVEVO,97,United States,US,Music,241.0,133.0,49817000.0,12500.0,199300.0,149500.0,2400000.0,287955.470457394,88.2,328239523.0,14.7,270663028.0,2009-05-12
610,Lyna,15900000,6534326412.0,Gaming,Lyna,4906,Argentina,AR,Games,919.0,12.0,64085000.0,16000.0,256300.0,192300.0,3100000.0,200000.0,28.1,44938712.0,9.79,41339571.0,2014-09-08
355,Lyrical Lemonade,21000000,10631638628.0,Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,398.0,100.0,80062000.0,20000.0,320200.0,240200.0,3800000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2013-03-25
824,MAIKI021,13700000,1950178163.0,Entertainment,MAIKI021,3298,Brazil,BR,Entertainment,5135.0,47.0,7438000.0,1900.0,29800.0,22300.0,357000.0,210958.886861502,88.2,212559417.0,12.08,183241641.0,2008-01-22
881,MC Divertida,13200000,5224764969.0,Entertainment,MC Divertida,413,Brazil,BR,Entertainment,1269.0,49.0,64517000.0,16100.0,258100.0,193600.0,3100000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2018-01-17
492,MGC Playhouse,17900000,16174530046.0,Shows,MGC Playhouse,1426,United States,US,Education,187.0,125.0,102621000.0,25700.0,410500.0,307900.0,4900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-02-03
611,MK MUSIC,15900000,9198986881.0,Music,MK MUSIC,5105,Brazil,BR,Music,516.0,33.0,136388000.0,34100.0,545600.0,409200.0,6500000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2010-01-18
695,MNCTV OFFICIAL,14900000,8074260978.0,Entertainment,MNCTV OFFICIAL,66362,Indonesia,ID,Entertainment,639.0,26.0,43581000.0,10900.0,174300.0,130700.0,2100000.0,100000.0,28.1,270203917.0,4.69,151509724.0,2012-11-29
144,MR. INDIAN HACKER,31700000,5711208484.0,Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,1132.0,40.0,109125000.0,27300.0,436500.0,327400.0,5200000.0,500000.0,94.3,1366417754.0,5.36,471031528.0,2012-06-21
495,MSA previously My Story Animated,17800000,8588704539.0,Film & Animation,MSA Previously My Story Animated,26,United States,US,People,3976090.0,5208.0,20708.0,5.0,83.0,62.0,994.0,2960.0,88.2,328239523.0,14.7,270663028.0,2021-11-09
620,MY FAMILY,15700000,6153495609.0,Entertainment,My Family,150,Singapore,SG,People,731590.0,1203.0,939647.0,235.0,3800.0,2800.0,45100.0,800.0,28.1,5703569.0,4.11,5703569.0,2019-12-03
716,Maha Fun Tv,14700000,1321380490.0,Entertainment,Maha Fun Tv,85,United States,US,Entertainment,8317.0,154.0,4781000.0,1200.0,19100.0,14300.0,229500.0,229526.04040398274,88.2,328239523.0,14.7,270663028.0,2017-09-05
995,Make Joke Of,12300000,2129773714.0,Comedy,Make Joke Of,62,India,IN,Comedy,4568.0,125.0,24000000.0,6000.0,96000.0,72000.0,1200000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2017-08-01
668,Makiman131,15100000,4236036141.0,Gaming,Makiman131,2997,Spain,ES,Entertainment,1760.0,12.0,5972000.0,1500.0,23900.0,17900.0,286600.0,241239.25045725738,28.1,47076781.0,13.96,37927409.0,2013-02-12
175,Maluma,29300000,21226945136.0,Music,MaLuMa,14,Argentina,AR,People,4051498.0,3624.0,15.0,0.0,0.06,0.05,0.72,491890.19833635265,28.1,44938712.0,9.79,41339571.0,2015-10-31
790,MalumaVEVO,14100000,19013942981.0,Music,MalumaVEVO,182,United States,US,Music,138.0,160.0,98834000.0,24700.0,395300.0,296500.0,4700000.0,233689.11712161472,88.2,328239523.0,14.7,270663028.0,2011-06-15
425,Manoj  parihar,19300000,264228052.0,Entertainment,Manoj  parihar,335,India,IN,Howto,48846.0,75.0,37167000.0,9300.0,148700.0,111500.0,1800000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2021-03-02
478,Manual do Mundo,18000000,3980991248.0,Howto & Style,Manual do Mundo,2470,Brazil,BR,Tech,1922.0,26.0,54766000.0,13700.0,219100.0,164300.0,2600000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2006-07-24
97,Maria Clara & JP,37000000,24188861917.0,People & Blogs,Maria Clara & JP,744,Brazil,BR,Entertainment,75.0,7.0,251449000.0,62900.0,1000000.0,754300.0,12100000.0,300000.0,88.2,212559417.0,12.08,183241641.0,2015-09-06
667,Mariale,15100000,2761547758.0,Howto & Style,Mariale,2618,United States,US,Entertainment,3241.0,150.0,11956000.0,3000.0,47800.0,35900.0,573900.0,239081.0187083096,88.2,328239523.0,14.7,270663028.0,2010-01-06
250,Mark Rober,24600000,3647987299.0,Science & Technology,Mark Rober,120,United States,US,Tech,2178.0,74.0,88625000.0,22200.0,354500.0,265900.0,4300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2011-10-20
111,Markiplier,35200000,20297931219.0,Gaming,Markiplier,5490,United States,US,Games,119.0,34.0,127329000.0,31800.0,509300.0,382000.0,6100000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2012-05-26
457,Marmok,18500000,3457618361.0,Gaming,Marmok,374,Russia,RU,Games,2356.0,5.0,38282000.0,9600.0,153100.0,114800.0,1800000.0,100000.0,88.2,144373535.0,4.59,107683889.0,2008-04-27
99,Maroon 5,36600000,22553923546.0,Music,Maroon 5,171,United States,US,Music,96.0,31.0,152825000.0,38200.0,611300.0,458500.0,7300000.0,559836.5304603358,88.2,328239523.0,14.7,270663028.0,2006-03-09
749,Maroon5VEVO,14500000,20042571499.0,Music,Maroon5VEVO,147,United States,US,Music,123.0,156.0,98185000.0,24500.0,392700.0,294600.0,4700000.0,241663.06519124727,88.2,328239523.0,14.7,270663028.0,2009-05-12
525,Marques Brownlee,17200000,3606912471.0,Science & Technology,Marques Brownlee,1567,United States,US,Tech,2196.0,131.0,52325000.0,13100.0,209300.0,157000.0,2500000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2008-03-21
37,Marshmello,56400000,14696003229.0,Entertainment,Marshmello,436,United States,US,Music,233.0,11.0,112100000.0,28000.0,448400.0,336300.0,5400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2015-04-06
390,Marta and Rustam,20200000,19694265358.0,Comedy,Marta and Rustam,761,United States,US,Comedy,126.0,106.0,452250000.0,113100.0,1800000.0,1400000.0,21700000.0,600000.0,88.2,328239523.0,14.7,270663028.0,2021-06-21
731,Martin Garrix,14600000,6017932195.0,Music,Martin Garrix,365,United States,US,Music,1044.0,155.0,35528000.0,8900.0,142100.0,106600.0,1700000.0,234189.19258899783,88.2,328239523.0,14.7,270663028.0,2011-01-15
399,Marvel Entertainment,20100000,5634695322.0,Entertainment,MarvelEntertainment,1,United States,US,Film,4054962.0,6143.0,63.0,0.02,0.25,0.19,3.0,30.0,88.2,328239523.0,14.7,270663028.0,2011-05-10
68,Masha and The Bear,42400000,24519022988.0,Shows,Masha and The Bear,1218,United States,US,Film,74.0,20.0,670459000.0,167600.0,2700000.0,2000000.0,32200000.0,1000000.0,88.2,328239523.0,14.7,270663028.0,2014-09-17
913,Matheus Yurley,12900000,140022442.0,Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,93531.0,52.0,147626.0,37.0,591.0,443.0,7100.0,194132.64059185114,88.2,212559417.0,12.08,183241641.0,2015-01-27
863,Matt Steffanina,13300000,3299216601.0,Entertainment,Matt Steffanina,331,United States,US,Entertainment,14275.0,692.0,1929000.0,482.0,7700.0,5800.0,92600.0,204892.213360707,88.2,328239523.0,14.7,270663028.0,2007-11-28
573,Matt Stonie,16300000,3527627264.0,Entertainment,MattStonie,54,United States,US,Entertainment,283499.0,1874.0,29735.0,7.0,119.0,89.0,1400.0,263304.0115333395,88.2,328239523.0,14.7,270663028.0,2010-06-19
706,MattyBRaps,14800000,3587576784.0,Music,MattyBRaps,195,United States,US,Music,2226.0,153.0,22980000.0,5700.0,91900.0,68900.0,1100000.0,234298.87819111143,88.2,328239523.0,14.7,270663028.0,2010-05-31
280,Maya and Mary,23600000,6766461070.0,Entertainment,Maya and Mary,552,United States,US,Entertainment,883.0,82.0,44542000.0,11100.0,178200.0,133600.0,2100000.0,400000.0,88.2,328239523.0,14.7,270663028.0,2013-08-30
651,Mazhavil Manorama,15300000,16545966132.0,Entertainment,Mazhavil Manorama,87864,India,IN,Entertainment,175.0,100.0,361483000.0,90400.0,1400000.0,1100000.0,17400000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2011-10-31
709,Meghan Trainor,14800000,8649303688.0,People & Blogs,Meghan Trainor,233,United States,US,Music,580.0,153.0,51645000.0,12900.0,206600.0,154900.0,2500000.0,241150.0092081201,88.2,328239523.0,14.7,270663028.0,2008-06-04
391,MiawAug,20200000,6098644584.0,Gaming,MiawAug,3713,Indonesia,ID,Games,1023.0,11.0,64489000.0,16100.0,258000.0,193500.0,3100000.0,200000.0,28.1,270203917.0,4.69,151509724.0,2014-03-15
188,Michael Jackson,28200000,14412474625.0,Music,Michael Jackson,15,United States,US,Music,242.0,54.0,158591000.0,39600.0,634400.0,475800.0,7600000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2005-06-22
990,Migos ATL,12400000,6993406259.0,Music,Migos ATL,99,United States,US,Entertainment,833.0,175.0,49412000.0,12400.0,197600.0,148200.0,2400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2012-01-17
82,Mikecrack,39100000,16118181673.0,Gaming,Mikecrack,1876,Spain,ES,Games,188.0,1.0,264108000.0,66000.0,1100000.0,792300.0,12700000.0,800000.0,28.1,47076781.0,13.96,37927409.0,2015-07-13
467,Miley Cyrus,18300000,7760819588.0,Entertainment,Miley Cyrus,142,United States,US,Entertainment,696.0,121.0,127982000.0,32000.0,511900.0,383900.0,6100000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-09-15
734,Mis Pastelitos,14600000,2750902766.0,Howto & Style,Mis Pastelitos,603,Mexico,MX,Music,3248.0,27.0,50677000.0,12700.0,202700.0,152000.0,2400000.0,100000.0,88.2,126014024.0,3.42,102626859.0,2014-06-24
283,Miss Katy,23500000,14696994366.0,People & Blogs,Miss Katy,1044,United Kingdom,GB,Entertainment,235.0,13.0,59629000.0,14900.0,238500.0,178900.0,2900000.0,408201.3871822274,88.2,66834405.0,3.85,55908316.0,2014-11-17
507,MissaSinfonia,17600000,2274007523.0,Comedy,MissaSinfonia,233,Mexico,MX,Comedy,4139.0,17.0,27445000.0,6900.0,109800.0,82300.0,1300000.0,100000.0,88.2,126014024.0,3.42,102626859.0,2011-01-05
275,Mister Max,23700000,15510153803.0,People & Blogs,Mister Max,1099,United Kingdom,GB,Entertainment,208.0,11.0,32817000.0,8200.0,131300.0,98400.0,1600000.0,412552.2491282035,88.2,66834405.0,3.85,55908316.0,2014-09-22
373,Mnet K-POP,20500000,15038593883.0,Entertainment,Mnet K-POP,33229,South Korea,KR,Entertainment,220.0,7.0,158540000.0,39600.0,634200.0,475600.0,7600000.0,100000.0,51.3,51709098.0,4.15,42106719.0,2006-03-09
641,Mobile Legends: Bang Bang,15400000,1543608082.0,Gaming,Mobile Legends: Bang Bang,1647,United States,US,Games,6793.0,147.0,55369000.0,13800.0,221500.0,166100.0,2700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2016-07-14
677,MoreAliA,15000000,4352427049.0,Gaming,MoreAliA,2324,United Kingdom,GB,Games,1663.0,25.0,250995000.0,62700.0,1000000.0,753000.0,12000000.0,600000.0,88.2,66834405.0,3.85,55908316.0,2013-05-06
944,Morgz,12600000,3303595310.0,Gaming,Morgz,825,United Kingdom,GB,Entertainment,2491.0,32.0,58838000.0,14700.0,235400.0,176500.0,2800000.0,100000.0,88.2,66834405.0,3.85,55908316.0,2014-06-10
30,Movieclips,59500000,59316472754.0,Film & Animation,Movieclips,39113,United States,US,Film,11.0,9.0,114668000.0,28700.0,458700.0,344000.0,5500000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2006-04-28
138,Mr Bean,32100000,10602236110.0,Shows,Mr Bean,3091,United Kingdom,GB,Comedy,400.0,4.0,56534000.0,14100.0,226100.0,169600.0,2700000.0,100000.0,88.2,66834405.0,3.85,55908316.0,2006-01-04
3,MrBeast,166000000,28368841870.0,Entertainment,MrBeast,741,United States,US,Entertainment,48.0,1.0,1348000000.0,337000.0,5400000.0,4000000.0,64700000.0,8000000.0,88.2,328239523.0,14.7,270663028.0,2012-02-20
194,MrBeast 2,27500000,4552581106.0,People & Blogs,Leaux Pass,27,United States,US,Music,2161873.0,5889.0,649.0,0.0,0.0,0.0,0.0,464599.03765610623,88.2,328239523.0,14.7,270663028.0,2011-06-23
927,MrSuicideSheep,12800000,6970899521.0,Entertainment,MrSuicideSheep,3483,Canada,CA,Entertainment,842.0,13.0,18118000.0,4500.0,72500.0,54400.0,869600.0,200602.68447365976,88.2,36991981.0,5.56,30628482.0,2010-04-09
643,Mrwhosetheboss,15400000,3736069980.0,Science & Technology,Mrwhosetheboss,1577,United Kingdom,GB,Tech,2083.0,24.0,167697000.0,41900.0,670800.0,503100.0,8000000.0,400000.0,88.2,66834405.0,3.85,55908316.0,2011-04-20
966,Mundo Bita,12500000,16690788752.0,Music,Mundo Bita,253,Brazil,BR,Music,171.0,54.0,213700000.0,53400.0,854800.0,641100.0,10300000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2011-09-29
856,My Mate Nate,13400000,3363634923.0,Comedy,My Mate Nate,1195,Thailand,TH,Entertainment,2436.0,15.0,41672000.0,10400.0,166700.0,125000.0,2000000.0,206954.71360264544,28.1,69625582.0,0.75,35294600.0,2014-12-08
827,MyMissAnand,13700000,4963275018.0,People & Blogs,MyMissAnand,340,India,IN,Entertainment,1387.0,113.0,27882000.0,7000.0,111500.0,83600.0,1300000.0,215451.0203854747,94.3,1366417754.0,5.36,471031528.0,2014-07-22
369,NBA,20700000,12624879732.0,Sports,NBA,47926,United States,US,Sports,304.0,103.0,73025000.0,18300.0,292100.0,219100.0,3500000.0,356784.8040767976,88.2,328239523.0,14.7,270663028.0,2005-11-21
961,NDTV,12500000,4935793409.0,Entertainment,NDTV,151136,India,IN,News,1395.0,123.0,58527000.0,14600.0,234100.0,175600.0,2800000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2006-05-08
660,NDTV India,15200000,6624168155.0,News & Politics,NDTV India,91704,India,IN,News,900.0,101.0,49662000.0,12400.0,198600.0,149000.0,2400000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2008-01-19
557,NMF News,16600000,7435180827.0,News & Politics,NMF News,112261,India,IN,News,749.0,91.0,59201000.0,14800.0,236800.0,177600.0,2800000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2013-10-22
466,Naisa Alifia Yuriza (N.A.Y),18300000,1606834186.0,People & Blogs,Naisa Alifia Yuriza (N.A.Y),786,Indonesia,ID,Entertainment,6502.0,14.0,17063000.0,4300.0,68300.0,51200.0,819000.0,297597.85111802095,28.1,270203917.0,4.69,151509724.0,2017-07-08
615,Narendra Modi,15800000,3392918989.0,News & Politics,Narendra Modi,20679,India,IN,News,2406.0,96.0,185969000.0,46500.0,743900.0,557900.0,8900000.0,700000.0,94.3,1366417754.0,5.36,471031528.0,2007-10-26
794,Narins Beauty,14000000,2214167846.0,Howto & Style,Narins Beauty,431,Sweden,SE,Entertainment,4325.0,3.0,13709000.0,3400.0,54800.0,41100.0,658000.0,217096.19615129527,28.1,10285453.0,6.48,9021165.0,2014-09-24
327,National Geographic,21800000,5614621131.0,Science & Technology,National Geographic,10162,United States,US,Entertainment,1158.0,95.0,45812000.0,11500.0,183200.0,137400.0,2200000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2006-05-07
783,Neha Kakkar,14100000,2131548711.0,Music,Neha Kakkar,149,India,IN,Music,4624.0,110.0,25605000.0,6400.0,102400.0,76800.0,1200000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2012-10-22
208,Netflix,26700000,7173668905.0,Entertainment,Netflix,6471,United States,US,Entertainment,797.0,62.0,118226000.0,29600.0,472900.0,354700.0,5700000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2012-07-17
722,Netflix Jr.,14700000,8882319696.0,Education,Netflix Jr.,1996,United States,US,Education,552.0,154.0,79402000.0,19900.0,317600.0,238200.0,3800000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2012-01-28
513,News18 India,17500000,7263619576.0,News & Politics,News18 India,182742,India,IN,News,770.0,85.0,394106000.0,98500.0,1600000.0,1200000.0,18900000.0,700000.0,94.3,1366417754.0,5.36,471031528.0,2007-10-25
654,Niana Guerrero,15200000,1491452935.0,Entertainment,Niana Guerrero,443,Philippines,PH,Entertainment,7153.0,6.0,9980000.0,2500.0,39900.0,29900.0,479000.0,239311.53153544353,88.2,108116615.0,2.15,50975903.0,2013-04-11
199,Nick Jr.,27300000,22440611155.0,Film & Animation,Nick Jr.,5438,United States,US,Entertainment,100.0,59.0,42546000.0,10600.0,170200.0,127600.0,2000000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2012-09-27
226,Nicki Minaj,25700000,10242981063.0,Music,Nicki Minaj,42,United States,US,Music,425.0,67.0,103631000.0,25900.0,414500.0,310900.0,5000000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2013-08-28
947,NickiMinajAtVEVO,12600000,8831179714.0,Music,NickiMinajAtVEVO,99,United States,US,Music,557.0,174.0,35027000.0,8800.0,140100.0,105100.0,1700000.0,198761.39432878574,88.2,328239523.0,14.7,270663028.0,2010-04-01
277,NickyJamTV,23600000,15901824841.0,Music,NickyJamTV,392,United States,US,Music,193.0,3.0,77927000.0,19500.0,311700.0,233800.0,3700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2012-01-10
774,NikkieTutorials,14200000,1778318927.0,Howto & Style,NikkieTutorials,876,Netherlands,NL,Entertainment,5764.0,2.0,35934000.0,9000.0,143700.0,107800.0,1700000.0,220443.2293768305,60.0,17332850.0,3.2,15924729.0,2008-06-23
273,Ninja,23700000,2543809954.0,Gaming,Ninja,1732,United States,US,Games,3590.0,81.0,8368000.0,2100.0,33500.0,25100.0,401700.0,399552.6671984948,88.2,328239523.0,14.7,270663028.0,2011-11-11
375,Ninja Kidz TV,20500000,11009148579.0,Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,377.0,104.0,195203000.0,48800.0,780800.0,585600.0,9400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2017-02-09
826,NishaMadhulika,13700000,2939201386.0,Howto & Style,NishaMadhulika,2158,India,IN,Howto,2972.0,113.0,22235000.0,5600.0,88900.0,66700.0,1100000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2009-08-02
128,NoCopyrightSounds,33400000,10530729078.0,Music,NoCopyrightSounds,1331,United Kingdom,GB,Music,402.0,3.0,55654000.0,13900.0,222600.0,167000.0,2700000.0,527849.658039831,88.2,66834405.0,3.85,55908316.0,2011-08-14
735,Noman Official,14600000,5525773746.0,Comedy,Noman Official,560,India,IN,Film,1185.0,106.0,139116000.0,34800.0,556500.0,417300.0,6700000.0,500000.0,94.3,1366417754.0,5.36,471031528.0,2019-10-28
386,Noor Stars,20200000,2764127969.0,Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,3238.0,5.0,15556000.0,3900.0,62200.0,46700.0,746700.0,100000.0,36.8,9770529.0,2.35,8479744.0,2014-04-24
732,O Reino Infantil,14600000,11182302317.0,Music,O Reino Infantil,1206,Brazil,BR,Music,369.0,40.0,109865000.0,27500.0,439500.0,329600.0,5300000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2014-08-19
412,Official Pink Panther,19700000,10955619815.0,Film & Animation,OfficialPinkPanther,1,United States,US,Games,4052414.0,7741.0,207957189.326059,0.0,0.0,0.0,0.0,336310.3759654793,88.2,328239523.0,14.7,270663028.0,2011-10-06
88,One Direction,38200000,13598903820.0,Music,21 Savage,11,United States,US,Music,539848.0,2904.0,6348.0,2.0,25.0,19.0,305.0,100.0,88.2,328239523.0,14.7,270663028.0,2016-06-26
329,OneDirectionVEVO,21800000,12140232004.0,Music,OneDirectionVEVO,266,United Kingdom,GB,Music,322.0,14.0,51134000.0,12800.0,204500.0,153400.0,2500000.0,377815.9893493932,88.2,66834405.0,3.85,55908316.0,2010-12-04
213,PANDA BOI,26400000,17211600007.0,Entertainment,PANDA BOI,967,Italy,IT,Entertainment,158.0,1.0,1225000000.0,306400.0,4900000.0,3700000.0,58800000.0,2000000.0,60.0,60297396.0,9.89,42651966.0,2020-12-05
461,PDK Films,18400000,4120324310.0,Entertainment,PDK Films,111,United States,US,Entertainment,1825.0,120.0,14430000.0,3600.0,57700.0,43300.0,692600.0,303048.2732914472,88.2,328239523.0,14.7,270663028.0,2009-07-21
586,POPS Kids,16200000,9763592867.0,Music,POPS Kids,3943,Vietnam,VN,Film,462.0,2.0,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000.0,28.1,96462106.0,2.01,35332140.0,2014-01-14
893,Painzeiro,13100000,2555801802.0,People & Blogs,Painzeiro,1077,Brazil,BR,People,3545.0,50.0,43990000.0,11000.0,176000.0,132000.0,2100000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2015-11-06
993,Panda,12300000,2214684303.0,Music,HybridPanda,2452,United Kingdom,GB,Games,129005.0,867.0,67035.0,17.0,268.0,201.0,3200.0,1000.0,88.2,66834405.0,3.85,55908316.0,2006-09-11
599,Panda Shorts,16100000,7155736006.0,Entertainment,Panda Shorts,667,Sweden,SE,Sports,792.0,2.0,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,3000000.0,28.1,10285453.0,6.48,9021165.0,2020-11-21
960,Parafernalha,12500000,4625777945.0,Entertainment,Parafernalha,1888,Brazil,BR,Entertainment,1532.0,54.0,7158000.0,1800.0,28600.0,21500.0,343600.0,191704.84620265418,88.2,212559417.0,12.08,183241641.0,2011-05-13
982,Pari's Lifestyle,12400000,7741764747.0,People & Blogs,Pari's Lifestyle,459,India,IN,People,702.0,124.0,38165000.0,9500.0,152700.0,114500.0,1800000.0,193908.61802258925,94.3,1366417754.0,5.36,471031528.0,2018-11-26
315,Paulo Londra,22400000,8040036209.0,Music,Paulo Londra,58,Argentina,AR,Music,648.0,6.0,72242000.0,18100.0,289000.0,216700.0,3500000.0,384138.2713953331,28.1,44938712.0,9.79,41339571.0,2016-08-08
859,Peet Montzingo,13400000,10022557589.0,People & Blogs,Peet Montzingo,319,United States,US,People,433.0,165.0,397715000.0,99400.0,1600000.0,1200000.0,19100000.0,500000.0,88.2,328239523.0,14.7,270663028.0,2014-06-01
254,Pen Movies,24300000,6608773195.0,Film & Animation,Pen Movies,1667,India,IN,Film,903.0,53.0,94853000.0,23700.0,379400.0,284600.0,4600000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2014-03-25
396,Pencilmation,20100000,11317309935.0,Film & Animation,Pencilmation,1481,United States,US,Entertainment,366.0,109.0,14862000.0,3700.0,59400.0,44600.0,713400.0,100000.0,88.2,328239523.0,14.7,270663028.0,2007-02-01
404,Pentatonix,20000000,6033295543.0,Music,pentatonix,1,Canada,CA,Entertainment,4051673.0,4072.0,161230018.35817674,0.0,0.0,0.0,0.0,336876.435856826,88.2,36991981.0,5.56,30628482.0,2006-03-09
950,People Vs Food,12500000,1136534702.0,Entertainment,People Vs Food,601,United States,US,Entertainment,9980.0,175.0,15340000.0,3800.0,61400.0,46000.0,736300.0,186786.0854724941,88.2,328239523.0,14.7,270663028.0,2013-07-30
151,Peppa Pig - Official Channel,31400000,22919271731.0,Film & Animation,Peppa Pig - Official Channel,3589,United Kingdom,GB,Education,91.0,5.0,244925000.0,61200.0,979700.0,734800.0,11800000.0,300000.0,88.2,66834405.0,3.85,55908316.0,2013-10-09
8,PewDiePie,111000000,29058044447.0,Gaming,PewDiePie,4716,Japan,JP,Entertainment,44.0,1.0,39184000.0,9800.0,156700.0,117600.0,1900000.0,682922.9146854491,55.3,126226568.0,2.29,115782416.0,2010-04-29
23,Pinkfong Baby Shark - Kids' Songs & Stories,68200000,38843229963.0,Education,Pinkfong Baby Shark - Kids' Songs & Stories,2865,United States,US,Education,23.0,8.0,473387000.0,118300.0,1900000.0,1400000.0,22700000.0,600000.0,88.2,328239523.0,14.7,270663028.0,2011-12-14
578,Pitbull,16300000,12475714382.0,Music,Pitbull,352,United States,US,Music,308.0,139.0,88004000.0,22000.0,352000.0,264000.0,4200000.0,273392.4901737698,88.2,328239523.0,14.7,270663028.0,2006-07-05
941,Piuzinho,12700000,1081285962.0,Gaming,Piuzinho,504,Brazil,BR,Games,10642.0,53.0,3619000.0,905.0,14500.0,10900.0,173700.0,190609.93734023874,88.2,212559417.0,12.08,183241641.0,2015-05-13
683,PlayStation,15000000,4741434420.0,Gaming,PlayStation,20292,United States,US,Games,1469.0,151.0,41789000.0,10400.0,167200.0,125400.0,2000000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2005-12-16
537,Pop Chartbusters,16900000,8684010451.0,Music,Pop Chartbusters,2235,India,IN,Music,574.0,90.0,72911000.0,18200.0,291600.0,218700.0,3500000.0,200000.0,94.3,1366417754.0,5.36,471031528.0,2011-08-26
502,Porta dos Fundos,17700000,7739048000.0,Entertainment,Porta dos Fundos,2240,Brazil,BR,Entertainment,705.0,27.0,35337000.0,8800.0,141300.0,106000.0,1700000.0,296545.6698543953,88.2,212559417.0,12.08,183241641.0,2012-03-12
230,Post Malone,25500000,14401218086.0,Music,Post Malone,78,United States,US,Music,243.0,69.0,195499000.0,48900.0,782000.0,586500.0,9400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2011-12-15
101,PowerKids TV,36500000,18961241905.0,Film & Animation,PowerKids TV,5621,United States,US,Film,139.0,1.0,318702000.0,79700.0,1300000.0,956100.0,15300000.0,600000.0,88.2,328239523.0,14.7,270663028.0,2014-08-06
666,PowerfulJRE,15100000,3060202847.0,People & Blogs,PowerfulJRE,1037,United States,US,People,2796.0,149.0,43409000.0,10900.0,173600.0,130200.0,2100000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2013-01-12
534,Prajapati News,17000000,1001465469.0,Comedy,Prajapati News,1407,India,IN,Entertainment,11662.0,89.0,7626000.0,1900.0,30500.0,22900.0,366100.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2013-03-14
266,Preston,24000000,8279004442.0,Gaming,Preston,4009,United States,US,Entertainment,621.0,78.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2012-07-04
730,PrestonPlayz,14600000,5766647017.0,Gaming,Preston,4009,United States,US,Entertainment,621.0,78.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2012-07-04
623,Prime Video India,15700000,8696631898.0,Entertainment,Prime Video India,7090,United States,US,Entertainment,569.0,144.0,335111000.0,83800.0,1300000.0,1000000.0,16100000.0,1200000.0,88.2,328239523.0,14.7,270663028.0,2016-10-03
494,Priyal Kukreja,17800000,11057945183.0,People & Blogs,Priyal Kukreja,772,India,IN,People,378.0,83.0,431390000.0,107800.0,1700000.0,1300000.0,20700000.0,900000.0,94.3,1366417754.0,5.36,471031528.0,2021-04-23
970,Quantum Tech HD,12500000,4340213066.0,Science & Technology,Mr_Mughall Gaming,223,Pakistan,PK,Entertainment,3956586.0,3554.0,8721.0,2.0,35.0,26.0,419.0,32.0,28.1,216565318.0,4.45,79927762.0,2022-04-23
